"","shname","gid","stid","discname","discid","semnum","sum"
"444","ИС-Б12",278,4834,"Объектно-ориентированное программирование",45,3,75
"445","ИС-Б12",278,4834,"Архитектура ЭВМ и систем",125,3,30
"446","ИС-Б12",278,4834,"Введение в специальность",171,2,95
"447","ИС-Б12",278,4834,"Учебная практика",339,2,95
"448","ИС-Б12",278,4836,"Иностранный язык",2,2,100
"449","ИС-Б12",278,4836,"Иностранный язык",2,3,90
"450","ИС-Б12",278,4836,"Физическая культура",3,2,90
"451","ИС-Б12",278,4836,"Физическая культура",3,3,90
"452","ИС-Б12",278,4836,"Культурология",4,2,95
"453","ИС-Б12",278,4836,"Информатика",6,2,98
"454","ИС-Б12",278,4836,"Математический анализ",12,2,100
"455","ИС-Б12",278,4836,"Физика",14,2,90
"456","ИС-Б12",278,4836,"Физика",14,3,88
"457","ИС-Б12",278,4836,"Программирование на языках высокого уровня",21,2,95
"458","ИС-Б12",278,4836,"Дискретная математика",23,2,98
"459","ИС-Б12",278,4836,"Математическая логика и теория алгоритмов",24,3,95
"460","ИС-Б12",278,4836,"Философия",26,3,90
"461","ИС-Б12",278,4836,"Информационные технологии",27,3,95
"462","ИС-Б12",278,4836,"Электротехника и электроника",28,3,88
"463","ИС-Б12",278,4836,"Объектно-ориентированное программирование",45,3,100
"464","ИС-Б12",278,4836,"Архитектура ЭВМ и систем",125,3,90
"465","ИС-Б12",278,4836,"Введение в специальность",171,2,95
"466","ИС-Б12",278,4836,"Учебная практика",339,2,95
"467","ИС-Б12",278,4836,"Математика: математический анализ",1115,3,90
"468","ИС-Б12",278,4837,"Иностранный язык",2,2,90
"469","ИС-Б12",278,4837,"Иностранный язык",2,3,90
"470","ИС-Б12",278,4837,"Физическая культура",3,2,90
"471","ИС-Б12",278,4837,"Физическая культура",3,3,90
"472","ИС-Б12",278,4837,"Культурология",4,2,75
"473","ИС-Б12",278,4837,"Информатика",6,2,81
"474","ИС-Б12",278,4837,"Математический анализ",12,2,75
"475","ИС-Б12",278,4837,"Физика",14,2,75
"476","ИС-Б12",278,4837,"Физика",14,3,72
"477","ИС-Б12",278,4837,"Программирование на языках высокого уровня",21,2,90
"478","ИС-Б12",278,4837,"Дискретная математика",23,2,84
"479","ИС-Б12",278,4837,"Математическая логика и теория алгоритмов",24,3,76
"480","ИС-Б12",278,4837,"Философия",26,3,86
"481","ИС-Б12",278,4837,"Информационные технологии",27,3,96
"482","ИС-Б12",278,4837,"Электротехника и электроника",28,3,78
"483","ИС-Б12",278,4837,"Объектно-ориентированное программирование",45,3,100
"484","ИС-Б12",278,4837,"Архитектура ЭВМ и систем",125,3,90
"485","ИС-Б12",278,4837,"Введение в специальность",171,2,95
"486","ИС-Б12",278,4837,"Учебная практика",339,2,95
"487","ИС-Б12",278,4837,"Математика: математический анализ",1115,3,65
"488","ИС-Б12",278,4838,"Иностранный язык",2,2,75
"489","ИС-Б12",278,4838,"Иностранный язык",2,3,80
"490","ИС-Б12",278,4838,"Физическая культура",3,2,85
"491","ИС-Б12",278,4838,"Физическая культура",3,3,85
"492","ИС-Б12",278,4838,"Культурология",4,2,75
"493","ИС-Б12",278,4838,"Информатика",6,2,80
"494","ИС-Б12",278,4838,"Математический анализ",12,2,61
"495","ИС-Б12",278,4838,"Физика",14,2,68
"496","ИС-Б12",278,4838,"Физика",14,3,60
"497","ИС-Б12",278,4838,"Программирование на языках высокого уровня",21,2,95
"498","ИС-Б12",278,4838,"Дискретная математика",23,2,84
"499","ИС-Б12",278,4838,"Математическая логика и теория алгоритмов",24,3,66
"500","ИС-Б12",278,4838,"Философия",26,3,90
"501","ИС-Б12",278,4838,"Информационные технологии",27,3,75
"502","ИС-Б12",278,4838,"Электротехника и электроника",28,3,60
"503","ИС-Б12",278,4838,"Объектно-ориентированное программирование",45,3,80
"504","ИС-Б12",278,4838,"Архитектура ЭВМ и систем",125,3,90
"505","ИС-Б12",278,4838,"Введение в специальность",171,2,95
"506","ИС-Б12",278,4838,"Учебная практика",339,2,95
"507","ИС-Б12",278,4838,"Математика: математический анализ",1115,3,60
"508","ИС-Б12",278,4839,"Иностранный язык",2,2,85
"509","ИС-Б12",278,4839,"Иностранный язык",2,3,90
"510","ИС-Б12",278,4839,"Физическая культура",3,2,95
"511","ИС-Б12",278,4839,"Физическая культура",3,3,95
"512","ИС-Б12",278,4839,"Культурология",4,2,90
"513","ИС-Б12",278,4839,"Информатика",6,2,97
"514","ИС-Б12",278,4839,"Математический анализ",12,2,75
"515","ИС-Б12",278,4839,"Физика",14,2,85
"516","ИС-Б12",278,4839,"Физика",14,3,75
"517","ИС-Б12",278,4839,"Программирование на языках высокого уровня",21,2,98
"518","ИС-Б12",278,4839,"Дискретная математика",23,2,84
"519","ИС-Б12",278,4839,"Математическая логика и теория алгоритмов",24,3,77
"520","ИС-Б12",278,4839,"Философия",26,3,90
"521","ИС-Б12",278,4839,"Информационные технологии",27,3,75
"522","ИС-Б12",278,4839,"Электротехника и электроника",28,3,82
"523","ИС-Б12",278,4839,"Объектно-ориентированное программирование",45,3,100
"524","ИС-Б12",278,4839,"Архитектура ЭВМ и систем",125,3,90
"525","ИС-Б12",278,4839,"Введение в специальность",171,2,95
"526","ИС-Б12",278,4839,"Учебная практика",339,2,95
"527","ИС-Б12",278,4839,"Математика: математический анализ",1115,3,75
"528","ИС-Б12",278,4840,"Иностранный язык",2,2,100
"529","ИС-Б12",278,4840,"Иностранный язык",2,3,80
"530","ИС-Б12",278,4840,"Физическая культура",3,2,90
"531","ИС-Б12",278,4840,"Физическая культура",3,3,90
"532","ИС-Б12",278,4840,"Культурология",4,2,85
"533","ИС-Б12",278,4840,"Информатика",6,2,75
"534","ИС-Б12",278,4840,"Математический анализ",12,2,70
"535","ИС-Б12",278,4840,"Физика",14,2,68
"536","ИС-Б12",278,4840,"Физика",14,3,68
"537","ИС-Б12",278,4840,"Программирование на языках высокого уровня",21,2,75
"538","ИС-Б12",278,4840,"Дискретная математика",23,2,69
"539","ИС-Б12",278,4840,"Математическая логика и теория алгоритмов",24,3,75
"540","ИС-Б12",278,4840,"Философия",26,3,90
"541","ИС-Б12",278,4840,"Информационные технологии",27,3,79
"542","ИС-Б12",278,4840,"Электротехника и электроника",28,3,69
"543","ИС-Б12",278,4840,"Объектно-ориентированное программирование",45,3,82
"544","ИС-Б12",278,4840,"Архитектура ЭВМ и систем",125,3,90
"545","ИС-Б12",278,4840,"Введение в специальность",171,2,95
"546","ИС-Б12",278,4840,"Учебная практика",339,2,95
"547","ИС-Б12",278,4840,"Математика: математический анализ",1115,3,65
"548","ИС-Б12",278,4841,"Иностранный язык",2,2,100
"549","ИС-Б12",278,4841,"Иностранный язык",2,3,100
"550","ИС-Б12",278,4841,"Физическая культура",3,2,90
"551","ИС-Б12",278,4841,"Физическая культура",3,3,90
"552","ИС-Б12",278,4841,"Культурология",4,2,85
"553","ИС-Б12",278,4841,"Информатика",6,2,84
"554","ИС-Б12",278,4841,"Математический анализ",12,2,79
"555","ИС-Б12",278,4841,"Физика",14,2,85
"556","ИС-Б12",278,4841,"Физика",14,3,75
"557","ИС-Б12",278,4841,"Программирование на языках высокого уровня",21,2,96
"558","ИС-Б12",278,4841,"Дискретная математика",23,2,85
"559","ИС-Б12",278,4841,"Математическая логика и теория алгоритмов",24,3,85
"560","ИС-Б12",278,4841,"Философия",26,3,90
"561","ИС-Б12",278,4841,"Информационные технологии",27,3,60
"562","ИС-Б12",278,4841,"Электротехника и электроника",28,3,68
"563","ИС-Б12",278,4841,"Объектно-ориентированное программирование",45,3,70
"564","ИС-Б12",278,4841,"Архитектура ЭВМ и систем",125,3,75
"565","ИС-Б12",278,4841,"Введение в специальность",171,2,95
"566","ИС-Б12",278,4841,"Учебная практика",339,2,95
"567","ИС-Б12",278,4841,"Математика: математический анализ",1115,3,64
"568","ИС-Б12",278,4842,"Иностранный язык",2,2,90
"569","ИС-Б12",278,4842,"Иностранный язык",2,3,90
"570","ИС-Б12",278,4842,"Физическая культура",3,2,95
"571","ИС-Б12",278,4842,"Физическая культура",3,3,95
"572","ИС-Б12",278,4842,"Культурология",4,2,90
"573","ИС-Б12",278,4842,"Информатика",6,2,83
"574","ИС-Б12",278,4842,"Математический анализ",12,2,75
"575","ИС-Б12",278,4842,"Физика",14,2,80
"576","ИС-Б12",278,4842,"Физика",14,3,75
"577","ИС-Б12",278,4842,"Программирование на языках высокого уровня",21,2,86
"578","ИС-Б12",278,4842,"Дискретная математика",23,2,84
"579","ИС-Б12",278,4842,"Математическая логика и теория алгоритмов",24,3,91
"580","ИС-Б12",278,4842,"Философия",26,3,90
"581","ИС-Б12",278,4842,"Информационные технологии",27,3,75
"582","ИС-Б12",278,4842,"Электротехника и электроника",28,3,75
"583","ИС-Б12",278,4842,"Объектно-ориентированное программирование",45,3,95
"584","ИС-Б12",278,4842,"Архитектура ЭВМ и систем",125,3,90
"585","ИС-Б12",278,4842,"Введение в специальность",171,2,95
"586","ИС-Б12",278,4842,"Учебная практика",339,2,95
"587","ИС-Б12",278,4842,"Математика: математический анализ",1115,3,75
"588","ИС-Б12",278,4843,"Иностранный язык",2,2,95
"589","ИС-Б12",278,4843,"Иностранный язык",2,3,75
"590","ИС-Б12",278,4843,"Физическая культура",3,2,85
"591","ИС-Б12",278,4843,"Физическая культура",3,3,86
"592","ИС-Б12",278,4843,"Культурология",4,2,80
"593","ИС-Б12",278,4843,"Информатика",6,2,76
"594","ИС-Б12",278,4843,"Математический анализ",12,2,67
"595","ИС-Б12",278,4843,"Физика",14,2,75
"596","ИС-Б12",278,4843,"Физика",14,3,69
"597","ИС-Б12",278,4843,"Программирование на языках высокого уровня",21,2,75
"598","ИС-Б12",278,4843,"Дискретная математика",23,2,69
"599","ИС-Б12",278,4843,"Математическая логика и теория алгоритмов",24,3,60
"600","ИС-Б12",278,4843,"Философия",26,3,90
"601","ИС-Б12",278,4843,"Информационные технологии",27,3,75
"602","ИС-Б12",278,4843,"Электротехника и электроника",28,3,84
"603","ИС-Б12",278,4843,"Объектно-ориентированное программирование",45,3,85
"604","ИС-Б12",278,4843,"Архитектура ЭВМ и систем",125,3,65
"605","ИС-Б12",278,4843,"Введение в специальность",171,2,95
"606","ИС-Б12",278,4843,"Учебная практика",339,2,95
"607","ИС-Б12",278,4843,"Математика: математический анализ",1115,3,73
"608","ИС-Б12",278,4845,"Иностранный язык",2,2,95
"609","ИС-Б12",278,4845,"Иностранный язык",2,3,90
"610","ИС-Б12",278,4845,"Физическая культура",3,2,85
"611","ИС-Б12",278,4845,"Физическая культура",3,3,86
"612","ИС-Б12",278,4845,"Культурология",4,2,75
"613","ИС-Б12",278,4845,"Информатика",6,2,85
"614","ИС-Б12",278,4845,"Математический анализ",12,2,80
"615","ИС-Б12",278,4845,"Физика",14,2,95
"616","ИС-Б12",278,4845,"Физика",14,3,75
"617","ИС-Б12",278,4845,"Программирование на языках высокого уровня",21,2,78
"618","ИС-Б12",278,4845,"Дискретная математика",23,2,89
"619","ИС-Б12",278,4845,"Математическая логика и теория алгоритмов",24,3,76
"620","ИС-Б12",278,4845,"Философия",26,3,90
"621","ИС-Б12",278,4845,"Информационные технологии",27,3,75
"622","ИС-Б12",278,4845,"Электротехника и электроника",28,3,65
"623","ИС-Б12",278,4845,"Объектно-ориентированное программирование",45,3,85
"624","ИС-Б12",278,4845,"Архитектура ЭВМ и систем",125,3,80
"625","ИС-Б12",278,4845,"Введение в специальность",171,2,95
"626","ИС-Б12",278,4845,"Учебная практика",339,2,95
"627","ИС-Б12",278,4845,"Математика: математический анализ",1115,3,75
"628","ИС-Б12",278,4846,"Иностранный язык",2,2,74
"629","ИС-Б12",278,4846,"Иностранный язык",2,3,20
"630","ИС-Б12",278,4846,"Физическая культура",3,2,85
"631","ИС-Б12",278,4846,"Физическая культура",3,3,80
"632","ИС-Б12",278,4846,"Культурология",4,2,80
"633","ИС-Б12",278,4846,"Информатика",6,2,60
"634","ИС-Б12",278,4846,"Математический анализ",12,2,60
"635","ИС-Б12",278,4846,"Физика",14,2,70
"636","ИС-Б12",278,4846,"Физика",14,3,1
"637","ИС-Б12",278,4846,"Программирование на языках высокого уровня",21,2,60
"638","ИС-Б12",278,4846,"Дискретная математика",23,2,62
"639","ИС-Б12",278,4846,"Математическая логика и теория алгоритмов",24,3,60
"640","ИС-Б12",278,4846,"Философия",26,3,90
"641","ИС-Б12",278,4846,"Информационные технологии",27,3,75
"642","ИС-Б12",278,4846,"Электротехника и электроника",28,3,60
"643","ИС-Б12",278,4846,"Объектно-ориентированное программирование",45,3,60
"644","ИС-Б12",278,4846,"Архитектура ЭВМ и систем",125,3,30
"645","ИС-Б12",278,4846,"Введение в специальность",171,2,95
"646","ИС-Б12",278,4846,"Учебная практика",339,2,95
"647","ИС-Б12",278,4847,"Иностранный язык",2,2,75
"648","ИС-Б12",278,4847,"Иностранный язык",2,3,0
"649","ИС-Б12",278,4847,"Физическая культура",3,2,36
"650","ИС-Б12",278,4847,"Физическая культура",3,3,20
"651","ИС-Б12",278,4847,"Культурология",4,2,25
"652","ИС-Б12",278,4847,"Информатика",6,2,70
"653","ИС-Б12",278,4847,"Математический анализ",12,2,60
"654","ИС-Б12",278,4847,"Физика",14,2,70
"655","ИС-Б12",278,4847,"Физика",14,3,0
"656","ИС-Б12",278,4847,"Программирование на языках высокого уровня",21,2,75
"657","ИС-Б12",278,4847,"Дискретная математика",23,2,60
"658","ИС-Б12",278,4847,"Математическая логика и теория алгоритмов",24,3,0
"659","ИС-Б12",278,4847,"Философия",26,3,0
"660","ИС-Б12",278,4847,"Информационные технологии",27,3,5
"661","ИС-Б12",278,4847,"Объектно-ориентированное программирование",45,3,35
"662","ИС-Б12",278,4847,"Введение в специальность",171,2,95
"663","ИС-Б12",278,4847,"Учебная практика",339,2,90
"664","ИС-Б12",278,4848,"Иностранный язык",2,2,100
"665","ИС-Б12",278,4848,"Иностранный язык",2,3,90
"666","ИС-Б12",278,4848,"Физическая культура",3,2,90
"667","ИС-Б12",278,4848,"Физическая культура",3,3,90
"668","ИС-Б12",278,4848,"Культурология",4,2,90
"669","ИС-Б12",278,4848,"Информатика",6,2,100
"670","ИС-Б12",278,4848,"Математический анализ",12,2,95
"671","ИС-Б12",278,4848,"Физика",14,2,90
"672","ИС-Б12",278,4848,"Физика",14,3,100
"673","ИС-Б12",278,4848,"Программирование на языках высокого уровня",21,2,100
"674","ИС-Б12",278,4848,"Дискретная математика",23,2,93
"675","ИС-Б12",278,4848,"Математическая логика и теория алгоритмов",24,3,93
"676","ИС-Б12",278,4848,"Философия",26,3,90
"677","ИС-Б12",278,4848,"Информационные технологии",27,3,100
"678","ИС-Б12",278,4848,"Электротехника и электроника",28,3,97
"679","ИС-Б12",278,4848,"Объектно-ориентированное программирование",45,3,100
"680","ИС-Б12",278,4848,"Архитектура ЭВМ и систем",125,3,90
"681","ИС-Б12",278,4848,"Введение в специальность",171,2,95
"682","ИС-Б12",278,4848,"Учебная практика",339,2,95
"683","ИС-Б12",278,4848,"Математика: математический анализ",1115,3,90
"684","ИС-Б12",278,4849,"Иностранный язык",2,2,95
"685","ИС-Б12",278,4849,"Иностранный язык",2,3,100
"686","ИС-Б12",278,4849,"Физическая культура",3,2,90
"687","ИС-Б12",278,4849,"Физическая культура",3,3,90
"688","ИС-Б12",278,4849,"Культурология",4,2,65
"689","ИС-Б12",278,4849,"Информатика",6,2,95
"690","ИС-Б12",278,4849,"Математический анализ",12,2,75
"691","ИС-Б12",278,4849,"Физика",14,2,75
"692","ИС-Б12",278,4849,"Физика",14,3,75
"693","ИС-Б12",278,4849,"Программирование на языках высокого уровня",21,2,95
"694","ИС-Б12",278,4849,"Дискретная математика",23,2,85
"695","ИС-Б12",278,4849,"Математическая логика и теория алгоритмов",24,3,60
"696","ИС-Б12",278,4849,"Философия",26,3,90
"697","ИС-Б12",278,4849,"Информационные технологии",27,3,83
"698","ИС-Б12",278,4849,"Электротехника и электроника",28,3,60
"699","ИС-Б12",278,4849,"Объектно-ориентированное программирование",45,3,95
"700","ИС-Б12",278,4849,"Архитектура ЭВМ и систем",125,3,60
"701","ИС-Б12",278,4849,"Введение в специальность",171,2,95
"702","ИС-Б12",278,4849,"Учебная практика",339,2,95
"703","ИС-Б12",278,4849,"Математика: математический анализ",1115,3,60
"704","ИС-Б12",278,4850,"Иностранный язык",2,2,100
"705","ИС-Б12",278,4850,"Иностранный язык",2,3,90
"706","ИС-Б12",278,4850,"Физическая культура",3,2,93
"707","ИС-Б12",278,4850,"Физическая культура",3,3,91
"708","ИС-Б12",278,4850,"Культурология",4,2,90
"709","ИС-Б12",278,4850,"Информатика",6,2,80
"710","ИС-Б12",278,4850,"Математический анализ",12,2,75
"711","ИС-Б12",278,4850,"Физика",14,2,75
"712","ИС-Б12",278,4850,"Физика",14,3,60
"713","ИС-Б12",278,4850,"Программирование на языках высокого уровня",21,2,98
"714","ИС-Б12",278,4850,"Дискретная математика",23,2,79
"715","ИС-Б12",278,4850,"Математическая логика и теория алгоритмов",24,3,75
"716","ИС-Б12",278,4850,"Философия",26,3,86
"717","ИС-Б12",278,4850,"Информационные технологии",27,3,90
"718","ИС-Б12",278,4850,"Электротехника и электроника",28,3,84
"719","ИС-Б12",278,4850,"Объектно-ориентированное программирование",45,3,100
"720","ИС-Б12",278,4850,"Архитектура ЭВМ и систем",125,3,90
"721","ИС-Б12",278,4850,"Введение в специальность",171,2,95
"722","ИС-Б12",278,4850,"Учебная практика",339,2,95
"723","ИС-Б12",278,4850,"Математика: математический анализ",1115,3,75
"724","ИС-Б12",278,4851,"Иностранный язык",2,2,95
"725","ИС-Б12",278,4851,"Иностранный язык",2,3,90
"726","ИС-Б12",278,4851,"Физическая культура",3,2,85
"727","ИС-Б12",278,4851,"Физическая культура",3,3,90
"728","ИС-Б12",278,4851,"Культурология",4,2,75
"729","ИС-Б12",278,4851,"Информатика",6,2,70
"730","ИС-Б12",278,4851,"Математический анализ",12,2,90
"731","ИС-Б12",278,4851,"Физика",14,2,75
"732","ИС-Б12",278,4851,"Физика",14,3,64
"733","ИС-Б12",278,4851,"Программирование на языках высокого уровня",21,2,70
"734","ИС-Б12",278,4851,"Дискретная математика",23,2,88
"735","ИС-Б12",278,4851,"Математическая логика и теория алгоритмов",24,3,85
"736","ИС-Б12",278,4851,"Философия",26,3,90
"737","ИС-Б12",278,4851,"Информационные технологии",27,3,75
"738","ИС-Б12",278,4851,"Электротехника и электроника",28,3,60
"739","ИС-Б12",278,4851,"Объектно-ориентированное программирование",45,3,85
"740","ИС-Б12",278,4851,"Архитектура ЭВМ и систем",125,3,80
"741","ИС-Б12",278,4851,"Введение в специальность",171,2,95
"742","ИС-Б12",278,4851,"Учебная практика",339,2,95
"743","ИС-Б12",278,4851,"Математика: математический анализ",1115,3,90
"744","ИС-Б12",278,4852,"Иностранный язык",2,2,75
"745","ИС-Б12",278,4852,"Иностранный язык",2,3,30
"746","ИС-Б12",278,4852,"Физическая культура",3,2,80
"747","ИС-Б12",278,4852,"Физическая культура",3,3,80
"748","ИС-Б12",278,4852,"Культурология",4,2,70
"749","ИС-Б12",278,4852,"Информатика",6,2,95
"750","ИС-Б12",278,4852,"Математический анализ",12,2,65
"751","ИС-Б12",278,4852,"Физика",14,2,69
"752","ИС-Б12",278,4852,"Физика",14,3,35
"753","ИС-Б12",278,4852,"Программирование на языках высокого уровня",21,2,95
"754","ИС-Б12",278,4852,"Дискретная математика",23,2,60
"755","ИС-Б12",278,4852,"Математическая логика и теория алгоритмов",24,3,80
"756","ИС-Б12",278,4852,"Философия",26,3,90
"757","ИС-Б12",278,4852,"Информационные технологии",27,3,63
"758","ИС-Б12",278,4852,"Электротехника и электроника",28,3,60
"759","ИС-Б12",278,4852,"Объектно-ориентированное программирование",45,3,35
"760","ИС-Б12",278,4852,"Архитектура ЭВМ и систем",125,3,55
"761","ИС-Б12",278,4852,"Введение в специальность",171,2,95
"762","ИС-Б12",278,4852,"Учебная практика",339,2,90
"763","ИС-Б12",278,4853,"Иностранный язык",2,2,90
"764","ИС-Б12",278,4853,"Иностранный язык",2,3,90
"765","ИС-Б12",278,4853,"Физическая культура",3,2,90
"766","ИС-Б12",278,4853,"Физическая культура",3,3,90
"767","ИС-Б12",278,4853,"Культурология",4,2,80
"768","ИС-Б12",278,4853,"Информатика",6,2,95
"769","ИС-Б12",278,4853,"Математический анализ",12,2,88
"770","ИС-Б12",278,4853,"Физика",14,2,80
"771","ИС-Б12",278,4853,"Физика",14,3,76
"772","ИС-Б12",278,4853,"Программирование на языках высокого уровня",21,2,95
"773","ИС-Б12",278,4853,"Дискретная математика",23,2,94
"774","ИС-Б12",278,4853,"Математическая логика и теория алгоритмов",24,3,84
"775","ИС-Б12",278,4853,"Философия",26,3,75
"776","ИС-Б12",278,4853,"Информационные технологии",27,3,92
"777","ИС-Б12",278,4853,"Электротехника и электроника",28,3,69
"778","ИС-Б12",278,4853,"Объектно-ориентированное программирование",45,3,100
"779","ИС-Б12",278,4853,"Архитектура ЭВМ и систем",125,3,90
"780","ИС-Б12",278,4853,"Введение в специальность",171,2,95
"781","ИС-Б12",278,4853,"Учебная практика",339,2,95
"782","ИС-Б12",278,4853,"Математика: математический анализ",1115,3,80
"783","ИС-Б13",333,5396,"Культурология",4,2,90
"784","ИС-Б13",333,5396,"Информатика",6,2,96
"785","ИС-Б13",333,5396,"Математический анализ",12,2,52
"786","ИС-Б13",333,5396,"Физика",14,2,45
"787","ИС-Б13",333,5396,"Программирование на языках высокого уровня",21,2,60
"788","ИС-Б13",333,5396,"Введение в специальность",171,2,95
"789","ИС-Б13",333,5397,"Культурология",4,2,65
"790","ИС-Б13",333,5397,"Информатика",6,2,90
"791","ИС-Б13",333,5397,"Математический анализ",12,2,15
"792","ИС-Б13",333,5397,"Физика",14,2,40
"793","ИС-Б13",333,5397,"Программирование на языках высокого уровня",21,2,45
"794","ИС-Б13",333,5397,"Введение в специальность",171,2,100
"795","ИС-Б13",333,5398,"Культурология",4,2,85
"796","ИС-Б13",333,5398,"Информатика",6,2,75
"797","ИС-Б13",333,5398,"Математический анализ",12,2,22
"798","ИС-Б13",333,5398,"Физика",14,2,45
"799","ИС-Б13",333,5398,"Программирование на языках высокого уровня",21,2,40
"800","ИС-Б13",333,5398,"Введение в специальность",171,2,100
"801","ИС-Б13",333,5403,"Культурология",4,2,100
"802","ИС-Б13",333,5403,"Информатика",6,2,88
"803","ИС-Б13",333,5403,"Математический анализ",12,2,55
"804","ИС-Б13",333,5403,"Физика",14,2,55
"805","ИС-Б13",333,5403,"Программирование на языках высокого уровня",21,2,50
"806","ИС-Б13",333,5403,"Введение в специальность",171,2,100
"807","ИС-Б13",333,5404,"Культурология",4,2,75
"808","ИС-Б13",333,5404,"Информатика",6,2,92
"809","ИС-Б13",333,5404,"Математический анализ",12,2,60
"810","ИС-Б13",333,5404,"Физика",14,2,60
"811","ИС-Б13",333,5404,"Введение в специальность",171,2,85
"812","ИС-Б13",333,5405,"Культурология",4,2,60
"813","ИС-Б13",333,5405,"Информатика",6,2,73
"814","ИС-Б13",333,5405,"Математический анализ",12,2,24
"815","ИС-Б13",333,5405,"Физика",14,2,50
"816","ИС-Б13",333,5405,"Программирование на языках высокого уровня",21,2,40
"817","ИС-Б13",333,5405,"Введение в специальность",171,2,90
"818","ИС-Б13",333,5406,"Культурология",4,2,90
"819","ИС-Б13",333,5406,"Информатика",6,2,93
"820","ИС-Б13",333,5406,"Математический анализ",12,2,53
"821","ИС-Б13",333,5406,"Физика",14,2,45
"822","ИС-Б13",333,5406,"Программирование на языках высокого уровня",21,2,55
"823","ИС-Б13",333,5406,"Введение в специальность",171,2,100
"824","ИС-Б13",333,5407,"Культурология",4,2,75
"825","ИС-Б13",333,5407,"Информатика",6,2,10
"826","ИС-Б13",333,5407,"Математический анализ",12,2,21
"827","ИС-Б13",333,5407,"Физика",14,2,50
"828","ИС-Б13",333,5407,"Программирование на языках высокого уровня",21,2,10
"829","ИС-Б13",333,5407,"Введение в специальность",171,2,95
"830","ИС-Б13",333,5408,"Культурология",4,2,75
"831","ИС-Б13",333,5408,"Информатика",6,2,25
"832","ИС-Б13",333,5408,"Математический анализ",12,2,14
"833","ИС-Б13",333,5408,"Физика",14,2,25
"834","ИС-Б13",333,5408,"Программирование на языках высокого уровня",21,2,25
"835","ИС-Б13",333,5408,"Введение в специальность",171,2,55
"836","ИС-Б13",333,5409,"Культурология",4,2,88
"837","ИС-Б13",333,5409,"Информатика",6,2,92
"838","ИС-Б13",333,5409,"Математический анализ",12,2,50
"839","ИС-Б13",333,5409,"Физика",14,2,55
"840","ИС-Б13",333,5409,"Программирование на языках высокого уровня",21,2,55
"841","ИС-Б13",333,5409,"Введение в специальность",171,2,95
"842","ИС-Б13",333,5410,"Культурология",4,2,75
"843","ИС-Б13",333,5410,"Информатика",6,2,70
"844","ИС-Б13",333,5410,"Математический анализ",12,2,40
"845","ИС-Б13",333,5410,"Физика",14,2,25
"846","ИС-Б13",333,5410,"Программирование на языках высокого уровня",21,2,35
"847","ИС-Б13",333,5410,"Введение в специальность",171,2,90
"848","ИС-Б13",333,5413,"Культурология",4,2,65
"849","ИС-Б13",333,5413,"Информатика",6,2,7
"850","ИС-Б13",333,5413,"Математический анализ",12,2,11
"851","ИС-Б13",333,5413,"Физика",14,2,40
"852","ИС-Б13",333,5413,"Программирование на языках высокого уровня",21,2,3
"853","ИС-Б13",333,5413,"Введение в специальность",171,2,95
"854","ИС-Б13",333,5417,"Культурология",4,2,60
"855","ИС-Б13",333,5417,"Информатика",6,2,10
"856","ИС-Б13",333,5417,"Математический анализ",12,2,29
"857","ИС-Б13",333,5417,"Физика",14,2,25
"858","ИС-Б13",333,5417,"Программирование на языках высокого уровня",21,2,0
"859","ИС-Б13",333,5417,"Введение в специальность",171,2,85
"860","ИС-Б13",333,5419,"Культурология",4,2,60
"861","ИС-Б13",333,5419,"Информатика",6,2,10
"862","ИС-Б13",333,5419,"Математический анализ",12,2,32
"863","ИС-Б13",333,5419,"Физика",14,2,25
"864","ИС-Б13",333,5419,"Программирование на языках высокого уровня",21,2,0
"865","ИС-Б13",333,5419,"Введение в специальность",171,2,90
